Arquivo,Variável,Nome da variável,Descrição da variável,Fonte,Tipo,Tamanho,Sigilo
DEINFO_DISTRITOS_2011,CLASSID,Classe ou categoria,Classe da feição - obrigatório,Sistema,VALOR,,0
DEINFO_DISTRITOS_2011,FEATID,Identificador,Número de identificação da feição para a classe - obrigatório,Sistema,VALOR,,0
DEINFO_DISTRITOS_2011,REVISIONNUMBER,Número da revisão,"Número da revisão, iniciando com zero (0) -- obrigatório",Sistema,VALOR,,0
DEINFO_DISTRITOS_2011,NOME_DISTRITO,Nome do Distrito,Nome do distrito,SMDU/Deinfo,TEXTO,50,0
DEINFO_DISTRITOS_2011,SIGLA_DISTRITO,Sigla do Distrito,Sigla do distrito,SMDU/Deinfo,TEXTO,3,0
DEINFO_DISTRITOS_2011,COD_DISTRITO,Código do Distrito,Código do distrito pelo IBGE,IBGE,TEXTO,2,0
DEINFO_DISTRITOS_2011,COD_SUBPREFEITTURA,Código da Subprefeitua,Código da subprefeitura (não preenchido),SMDU/Deinfo,TEXTO,2,0
DEINFO_DISTRITOS_2011,DATA_CRIACAO,Data da criação,Data da inserção no banco de dado geográfico,Sistema,Data/hora,,0
DEINFO_DISTRITOS_2011,USUARIO_ID_CRIACAO,Idenficação do usuário da criação,Identificação do usuário que criou o registro,Sistema,VALOR,,0
DEINFO_DISTRITOS_2011,DATA_ULT_ATUALIZ,Data da Última atualização,Data da atualização do banco de dado geográfico,Sistema,Data/hora,,0
DEINFO_DISTRITOS_2011,USUARIO_ID_ULT_ATUALIZ,Identificação do usuário da última atualização,Identificação do usuário que atualizou o registro,Sistema,VALOR,,0
DEINFO_DISTRITOS_2011,GEOM,Geometria,Geometria do Objeto,Sistema,SDO_Geometry,,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
